Reaction,Comp2GPR rules,yeast9 rules,Exact Match
r_4395,YDL245C or YDR342C or YDR343C or YDR345C or YEL069C or YFL011W or YHR092C or YHR094C or YHR096C or YJL214W or YJL219W or YJR158W or YMR011W or YNR072W or YOL156W,YDL245C or YDR342C or YDR343C or YDR345C or YEL069C or YFL011W or YHR092C or YHR094C or YHR096C or YJL214W or YJL219W or YJR158W or YMR011W or YNR072W or YOL156W,True
r_4396,,,True
r_4397,,,True
r_4398,YJR152W or YKR093W,YJR152W or YKR093W,True
r_4399,,,True
r_4400,YBR299W or YGR292W,YBR299W or YGR292W,True
r_4401,,,True
r_4402,YJR152W or YKR093W,YJR152W or YKR093W,True
r_4403,YHR201C or YDR452W,YHR201C or YDR452W,True
r_4404,YJR152W or YKR093W,YJR152W or YKR093W,True
r_4405,,,True
r_4406,,,True
r_4407,,,True
r_4408,YJR152W or YKR093W,YJR152W or YKR093W,True
r_4409,,,True
r_4410,,,True
r_4411,,,True
r_4412,YGR247W,YGR247W,True
r_4413,,,True
r_4414,,,True
r_4415,,,True
r_4416,,,True
r_4417,,,True
r_4418,,,True
r_4419,,,True
r_4420,YBR299W or YGR292W,YBR299W or YGR292W,True
r_4421,,,True
r_4422,,,True
r_4423,,,True
r_4424,YJR152W or YKR093W,YJR152W or YKR093W,True
r_4425,,,True
r_4426,,,True
r_4427,,,True
r_4428,,,True
r_4429,YJR152W or YKR093W,YJR152W or YKR093W,True
r_4430,,,True
r_4431,,,True
r_4432,,,True
r_4433,,,True
r_4434,,,True
r_4435,YIL053W or YER062C,YIL053W or YER062C,True
r_4436,,,True
r_4437,YJR152W or YKR093W,YJR152W or YKR093W,True
r_4438,,,True
r_4439,,,True
r_4440,,,True
r_4441,,,True
r_4442,,,True
r_4443,,,True
r_4444,,,True
r_4445,,,True
r_4446,,,True
r_4447,,,True
r_4448,YJR152W or YKR093W,YJR152W or YKR093W,True
r_4449,,,True
r_4450,,,True
r_4451,,,True
r_4452,,,True
r_4453,,,True
r_4454,,,True
r_4455,,,True
r_4456,,,True
r_4457,YNL323W and YDR093W,YDR093W,False
r_4458,,,True
r_4459,,,True
r_4460,,,True
r_4461,,,True
r_4462,,,True
r_4463,,,True
r_4464,,,True
r_4465,,,True
r_4466,,,True
r_4467,,,True
r_4468,YDR342C or YHR092C,YDR342C or YHR092C,True
r_4469,YKR039W,YKR039W,True
r_4470,,,True
r_4471,YJR152W or YKR093W,YJR152W or YKR093W,True
r_4472,,,True
r_4473,YJR152W or YKR093W,YJR152W or YKR093W,True
r_4474,,,True
r_4475,,,True
r_4476,,,True
r_4477,,,True
r_4478,,,True
r_4479,,,True
r_4480,,,True
r_4481,,,True
r_4482,,,True
r_4483,,,True
r_4484,YJR130C or YLL058W or YML082W,YJR130C or YLL058W or YML082W,True
r_4485,,,True
r_4486,,,True
r_4487,,,True
r_4488,,,True
r_4489,,,True
r_4490,,,True
r_4491,,,True
r_4492,,,True
r_4493,YNL065W,YNL065W,True
r_4494,,,True
r_4495,,,True
r_4496,,,True
r_4497,,,True
r_4498,,,True
r_4499,,,True
r_4500,,,True
r_4501,,,True
r_4502,,,True
r_4503,,,True
r_4504,,,True
r_4505,,,True
r_4506,,,True
r_4507,,,True
r_4508,,,True
r_4509,,,True
r_4510,,,True
r_4511,,,True
r_4512,,,True
r_4513,,,True
r_4514,,,True
r_4515,,,True
r_4516,,,True
r_4517,,,True
r_4518,,,True
r_4519,,,True
r_4520,,,True
r_4521,,,True
r_4522,,,True
r_4523,,,True
r_4524,,,True
r_4525,,,True
r_4526,,,True
r_4527,,,True
r_4528,,,True
r_4529,,,True
r_4530,,,True
r_4531,,,True
r_4532,,,True
r_4533,,,True
r_4534,,,True
r_4535,,,True
r_4536,,,True
r_4537,,,True
r_4538,,,True
r_4539,,,True
r_4540,,,True
r_4541,,,True
r_4542,,,True
r_4543,,,True
r_4544,,,True
r_4545,,,True
r_4546,,,True
r_4547,,,True
r_4548,,,True
r_4549,,,True
r_4550,,,True
r_4551,,,True
r_4552,,,True
r_4553,,,True
r_4554,,,True
r_4555,,,True
r_4556,,,True
r_4557,,,True
r_4558,,,True
r_4559,,,True
r_4560,,,True
r_4561,,,True
r_4562,,,True
r_4563,,,True
r_4564,,,True
r_4565,,,True
r_4567,,,True
r_4568,,,True
r_4569,,,True
r_4570,YIL074C or YER081W,YIL074C or YER081W,True
r_4571,,,True
r_4572,,,True
r_4573,,,True
r_4574,,,True
r_4575,,,True
r_4581,,,True
r_4582,,,True
r_4583,,,True
r_4584,YOR317W or YER015W or YMR246W or YIL009W,YOR317W or YER015W or YMR246W or YIL009W,True
r_4585,,,True
r_4586,,,True
